,PBE,NN_PBE,NN_XALPHA,x
163,1.5742929080004893,1.5771213526829007,1.1683713496684065,-6.954359087181744
164,1.5742274663461264,1.5770571264066129,1.1683708297296744,-6.954079081581631
165,1.5741620146924131,1.5769928516941716,1.1683702534932467,-6.95379907598152
166,1.5740965530447668,1.576928685923442,1.1683698570146557,-6.953519070381407
167,1.5740310814086076,1.576864471694971,1.1683691682028692,-6.953239064781296
168,1.5739655997893591,1.5768002090321003,1.1683686590940137,-6.952959059181183
169,1.5739001081924495,1.5767355834538606,1.1683679364279027,-6.952679053581072
170,1.5738346066233078,1.5766713812784523,1.1683674719847388,-6.952399047980959
171,1.5737690950873693,1.5766071306704055,1.1683669512157397,-6.952119042380848
172,1.5737035735900706,1.5765426745031967,1.168366295569727,-6.9518390367807354
173,1.5736380421368534,1.5764783271339315,1.1683657407952128,-6.951559031180624
174,1.573572500733161,1.576413931401973,1.1683650511911536,-6.9512790255805115
175,1.5735069493844411,1.5763493302830176,1.1683644624038028,-6.9509990199804
176,1.5734413880961442,1.5762849949431723,1.1683638958479023,-6.9507190143802875
177,1.573375816873725,1.5762207682218632,1.1683634299858312,-6.950439008780176
178,1.573310235722641,1.5761563361493676,1.1683629077937305,-6.9501590031800635
179,1.573244644648354,1.5760916988511264,1.1683622508396496,-6.949878997579952
180,1.573179043656326,1.5760274839619133,1.1683617729530686,-6.9495989919798395
181,1.5731134327520266,1.575962906982116,1.1683610034746137,-6.949318986379728
182,1.573047811940926,1.5758982817577558,1.1683604130090035,-6.949038980779616
183,1.5729821812284985,1.5758340786379181,1.1683600014268642,-6.948758975179504
184,1.572916540620222,1.5757698271159484,1.1683596118576018,-6.948478969579392
185,1.5728508901215774,1.5757052138006036,1.1683589308594204,-6.948198963979279
186,1.5727852297380491,1.575640552265681,1.1683581936189493,-6.947918958379168
187,1.5727195594751244,1.5755761558129802,1.1683578700777482,-6.947638952779055
188,1.5726538793382947,1.5755115544459253,1.1683570986245067,-6.947358947178944
189,1.5725881893330542,1.5754472180036865,1.1683565841087697,-6.947078941578831
190,1.5725224894649,1.5753825201562228,1.1683558567383276,-6.94679893597872
191,1.5724567797393332,1.5753179306407687,1.168355464400708,-6.946518930378607
192,1.5723910601618587,1.5752532929092184,1.168354859221865,-6.946238924778496
193,1.572325330737982,1.5751889198558136,1.168354119545123,-6.945958919178383
194,1.5722595914732165,1.5751241856938334,1.1683535582482463,-6.945678913578272
195,1.5721938423730741,1.5750595597530364,1.1683529406507656,-6.945398907978159
196,1.5721280834430738,1.5749953546222906,1.1683525012769764,-6.945118902378048
197,1.5720623146887345,1.5749306322207064,1.1683520055482461,-6.944838896777935
198,1.5719965361155819,1.5748660179403144,1.1683514534882997,-6.944558891177824
199,1.5719307477291424,1.5748013554705926,1.1683509232368507,-6.944278885577711
200,1.5718649495349468,1.5747368010328395,1.1683502585686611,-6.9439988799776
201,1.5717991415385282,1.5746721983843601,1.168349693804595,-6.943718874377487
202,1.571733323745424,1.5746073914180139,1.1683489946711958,-6.943438868777376
203,1.5716674961611743,1.5745425363550678,1.1683482392912055,-6.943158863177263
204,1.5716016587913224,1.5744781014064781,1.168347817844806,-6.942878857577152
205,1.571535811641416,1.5744133061469594,1.168347262015508,-6.942598851977039
206,1.5714699547170048,1.5743484627926017,1.168346727872698,-6.942318846376928
207,1.571404088023641,1.5742843511717737,1.1683462153893065,-6.942038840776815
208,1.5713382115668824,1.5742192556007804,1.1683454906474693,-6.941758835176704
209,1.5712723253522884,1.574154579752193,1.1683449435058213,-6.9414788295765915
210,1.5712064293854218,1.574090011625598,1.1683445738358333,-6.94119882397648
211,1.5711405236718485,1.574024927839745,1.1683435244674654,-6.9409188183763675
212,1.5710746082171385,1.573960263473661,1.168343042165583,-6.940638812776256
213,1.571008683026864,1.5738957067299668,1.168342737152871,-6.9403588071761435
214,1.5709427481066012,1.5738309460817594,1.1683421421279536,-6.940078801576032
215,1.5708768034619291,1.5737662930346534,1.168341412957145,-6.9397987959759195
216,1.57081084909843,1.573701280540135,1.1683407053715662,-6.939518790375807
217,1.57074488502169,1.5736363756929677,1.1683401749672186,-6.939238784775696
218,1.570678911237296,1.5735715784149402,1.1683394326427492,-6.938958779175583
219,1.570612927750842,1.5735068886278794,1.1683389451895354,-6.938678773575472
220,1.570546934567921,1.5734421507319218,1.1683384013852889,-6.938398767975359
221,1.5704809316941337,1.5733773647501967,1.1683378012537067,-6.938118762375248
222,1.5704149191350791,1.5733125307058138,1.1683373779998243,-6.937838756775135
223,1.5703488968963641,1.5732476486218832,1.1683365875237637,-6.937558751175024
224,1.5702828649835943,1.573182718521499,1.1683359739053019,-6.937278745574911
225,1.5702168234023823,1.5731177404277503,1.1683354593398327,-6.9369987399748
226,1.5701507721583414,1.5730530250024282,1.168334888430541,-6.936718734374687
227,1.5700847112570897,1.572988106209424,1.1683344164867684,-6.936438728774576
228,1.5700186407042465,1.5729232946768448,1.168333655301201,-6.936158723174463
229,1.5699525605054363,1.572858435108426,1.1683332259222174,-6.935878717574352
230,1.5698864706662856,1.5727935275272495,1.1683325849747828,-6.935598711974239
231,1.5698203711924246,1.5727284168054705,1.1683318877345303,-6.935318706374128
232,1.5697542620894855,1.5726635684189114,1.1683312893423738,-6.935038700774015
233,1.5696881433631058,1.5725986720214626,1.1683307121791922,-6.934758695173904
234,1.5696220150189237,1.5725335725862473,1.168330156218171,-6.934478689573791
235,1.5695558770625824,1.5724688903024506,1.1683296989406613,-6.93419868397368
236,1.5694897294997272,1.5724038499770567,1.1683289528127665,-6.933918678373567
237,1.5694235723360064,1.5723389166820203,1.1683282279075664,-6.933638672773456
238,1.5693574055770725,1.5722737805086882,1.1683278340290748,-6.933358667173343
239,1.56929122922858,1.5722087513445298,1.168327306303446,-6.933078661573232
240,1.5692250432961874,1.5721438291117256,1.1683265673806909,-6.932798655973119
241,1.5691588477855556,1.5720787041033397,1.1683259270144384,-6.932518650373008
242,1.5690926427023486,1.5720136860051528,1.1683253077370483,-6.932238644772895
243,1.5690264280522346,1.5719486199920139,1.1683247868954871,-6.931958639172784
244,1.5689602038408828,1.5718836608007476,1.1683239776281324,-6.931678633572671
245,1.5688939700739672,1.571818653673401,1.1683236535109196,-6.931398627972559
246,1.568827726757165,1.5717535986329947,1.1683229636583334,-6.9311186223724475
247,1.568761473896156,1.571688804928756,1.168322449441308,-6.930838616772335
248,1.568695211496622,1.571623344905025,1.1683219561529377,-6.9305586111722235
249,1.568628939564249,1.5715583008094625,1.16832117467454,-6.930278605572111
250,1.5685626581047267,1.5714932088257427,1.1683205687181237,-6.9299985999719995
251,1.5684963671237464,1.5714282234557984,1.1683201381564174,-6.929718594371887
252,1.5684300666270037,1.5713631901766232,1.1683194967486656,-6.9294385887717755
253,1.5683637566201964,1.5712979545993124,1.1683188762369372,-6.929158583171663
254,1.5682974371090252,1.5712326712257743,1.1683181994054128,-6.928878577571552
255,1.5682311080991944,1.5711674944238476,1.1683176206226173,-6.928598571971439
256,1.5681647695964125,1.5711022698046024,1.1683168311889174,-6.928318566371328
257,1.5680984216063882,1.5710371516688948,1.168316216923172,-6.928038560771215
258,1.5680320641348358,1.5709719856948112,1.168315777698328,-6.927758555171104
259,1.567965697187471,1.5709070803271954,1.1683153591764412,-6.927478549570991
260,1.567899320770013,1.5708415103233466,1.168314575887286,-6.92719854397088
261,1.5678329348881852,1.5707765092598855,1.168313967559336,-6.926918538370767
262,1.5677665395477125,1.5707113062054603,1.168313379955101,-6.926638532770656
263,1.5677001347543227,1.5706460553604886,1.1683128900866004,-6.926358527170543
264,1.567633720513748,1.570580910791579,1.168312266811644,-6.926078521570432
265,1.5675672968317225,1.5705155644008786,1.1683114331989077,-6.925798515970319
266,1.567500863713984,1.5704503242652326,1.1683108513027418,-6.925518510370208
267,1.5674344211662719,1.5703851903072887,1.1683103670028354,-6.925238504770095
268,1.5673679691943305,1.5703197007197849,1.1683097493576144,-6.924958499169984
269,1.567301507803906,1.5702544712323907,1.1683089984408288,-6.924678493569871
270,1.5672350370007484,1.5701890401380612,1.1683084989341557,-6.92439848796976
271,1.5671685567906088,1.5701238689892483,1.1683079430412757,-6.924118482369647
272,1.5671020671792433,1.5700586500557214,1.168307407674034,-6.923838476769536
273,1.5670355681724104,1.5699933833603932,1.1683065084484203,-6.923558471169423
274,1.5669690597758708,1.569928068926172,1.1683060141365906,-6.923278465569312
275,1.5669025419953886,1.5698627067759525,1.1683055402711178,-6.922998459969199
276,1.5668360148367315,1.5697972969326215,1.1683048563611913,-6.922718454369087
277,1.5667694783056698,1.569731839419059,1.168304192944889,-6.922438448768975
278,1.5667029324079762,1.5696667949868908,1.1683035499958054,-6.922158443168863
279,1.5666363771494267,1.5696013956443746,1.1683031578019305,-6.921878437568751
280,1.5665698125358003,1.5695359486335685,1.1683025556581357,-6.921598431968639
281,1.5665032385728788,1.569470453977336,1.168301820426165,-6.9213184263685275
282,1.5664366552664473,1.5694050651414864,1.1683011056225616,-6.921038420768415
283,1.5663700626222936,1.5693397820489472,1.1683005646306177,-6.9207584151683035
284,1.5663034606462083,1.5692742978699659,1.1682999672595529,-6.920478409568191
285,1.5662368493439853,1.5692089194134102,1.1682995435475825,-6.9201984039680795
286,1.5661702287214203,1.5691434932924844,1.1682987567843197,-6.919918398367967
287,1.566103598784313,1.569078019530037,1.1682981436608115,-6.9196383927678555
288,1.566036959538466,1.569012651392132,1.1682974741860817,-6.919358387167743
289,1.5659703109896848,1.5689469291719218,1.168296824988721,-6.9190783815676316
290,1.5659036531437769,1.5688816189753159,1.1682962726307937,-6.918798375967519
291,1.5658369860065537,1.5688159548085772,1.1682955107492408,-6.918518370367408
292,1.5657703095838287,1.5687507024450698,1.168295305018466,-6.918238364767295
293,1.5657036238814193,1.5686849431466032,1.16829435390892,-6.917958359167184
294,1.5656369289051446,1.5686197485413174,1.1682938822428333,-6.917678353567071
295,1.5655702246608276,1.5685540471796444,1.1682932776528285,-6.91739834796696
296,1.5655035111542932,1.5684887572472301,1.1682926167010022,-6.917118342366847
297,1.5654367883913702,1.568423113747468,1.1682919758830081,-6.916838336766736
298,1.5653700563778885,1.5683577285459973,1.1682912787171835,-6.916558331166623
299,1.5653033151196842,1.5682919899556074,1.1682907545436871,-6.916278325566512
300,1.5652365646225925,1.5682263567317893,1.1682901739699785,-6.915998319966399
301,1.5651698048924543,1.568160828797768,1.1682895370196682,-6.915718314366288
302,1.5651030359351101,1.5680952532986248,1.1682888437163523,-6.915438308766175
303,1.5650362577564074,1.568029477512145,1.1682880177111232,-6.915158303166064
304,1.564969470362194,1.5679639596961075,1.1682875172128278,-6.914878297565951
305,1.56490267375832,1.5678986996743451,1.1682871893176983,-6.91459829196584
306,1.5648358679506391,1.5678329340430346,1.1682863469952312,-6.914318286365727
307,1.5647690529450093,1.5677674261852688,1.1682860588541533,-6.914038280765615
308,1.5647022287472894,1.5677017181871686,1.1682852564655117,-6.913758275165503
309,1.5646353953633423,1.5676359627170287,1.1682846266087423,-6.913478269565391
310,1.5645685527990316,1.5675701597975904,1.1682837116192721,-6.913198263965279
311,1.5645017010602265,1.5675047668913604,1.168283274069308,-6.912918258365167
312,1.5644348401527979,1.5674390214890213,1.1682827038475212,-6.912638252765055
313,1.5643679700826187,1.5673732286393753,1.1682820010271617,-6.912358247164943
314,1.5643010908555648,1.5673076931264238,1.1682813942524097,-6.912078241564831
315,1.5642342024775162,1.5672419577317231,1.168280731100033,-6.911798235964719
316,1.564167304954354,1.567176022577246,1.1682800115936127,-6.911518230364607
317,1.5641003982919632,1.5671104969105605,1.1682795403195445,-6.911238224764495
318,1.5640334824962319,1.5670447714634037,1.1682787842338005,-6.9109582191643835
319,1.5639665575730484,1.5669791507882675,1.1682783523699045,-6.910678213564271
320,1.5638996235283076,1.566913178261977,1.168277787956814,-6.9103982079641595
321,1.5638326803679046,1.5668474627023308,1.168276938918481,-6.910118202364047
322,1.5637657280977375,1.5667820039338003,1.168276489949927,-6.9098381967639355
323,1.5636987667237074,1.5667161934483327,1.1682759845280069,-6.909558191163823
324,1.5636317962517186,1.5666504876171732,1.168275194601124,-6.9092781855637115
325,1.5635648166876779,1.5665847343468504,1.1682746524013297,-6.908998179963599
326,1.5634978280374943,1.56651862969184,1.168273825809748,-6.908718174363488
327,1.56343083030708,1.5664530855794971,1.1682733228029025,-6.908438168763375
328,1.5633638235023506,1.566387190127834,1.1682728393206556,-6.908158163163264
329,1.5632968076292229,1.5663212473277406,1.1682719956242689,-6.907878157563151
330,1.5632297826936177,1.5662554090540388,1.1682713234177524,-6.90759815196304
331,1.5631627487014574,1.5661895234112773,1.1682705189378935,-6.907318146362927
332,1.563095705658668,1.5661238939945694,1.1682701135094828,-6.907038140762816
333,1.5630286535711788,1.5660579136157549,1.1682695757230082,-6.906758135162703
334,1.5629615924449196,1.5659921893764928,1.168268829791327,-6.906478129562592
335,1.562894522285825,1.5659262660396336,1.1682683308989663,-6.906198123962479
336,1.562827443099832,1.565860447035533,1.168267775562975,-6.905918118362367
337,1.5627603548928786,1.5657944290450203,1.1682670121854182,-6.905638112762255
338,1.5626932576709072,1.5657286669552752,1.1682664198600994,-6.905358107162143
339,1.5626261514398625,1.5656625543687344,1.168265695351093,-6.905078101562031
340,1.562559036205692,1.565596546073793,1.1682651417768504,-6.904798095961919
341,1.5624919119743457,1.5655307934842129,1.1682646075229939,-6.904518090361807
342,1.5624247787517753,1.5654648420543307,1.1682637139213206,-6.904238084761695
343,1.5623576365439367,1.5653989947536195,1.1682631426010912,-6.903958079161583
344,1.5622904853567872,1.5653332515060505,1.1682626662524123,-6.903678073561471
345,1.5622233251962885,1.5652670068023196,1.1682619820835678,-6.903398067961359
346,1.5621561560684019,1.5652011689136305,1.1682613928676477,-6.903118062361247
347,1.562088977979095,1.5651349811038069,1.168260595944413,-6.902838056761135
348,1.5620217909343352,1.565069048631579,1.1682600452152203,-6.902558051161023
349,1.5619545949400946,1.5650032200955404,1.1682595892796164,-6.902278045560911
350,1.5618873900023458,1.5649371930316434,1.1682586232863792,-6.901998039960799
351,1.5618201761270658,1.5648709675609993,1.1682581301025807,-6.901718034360687
352,1.561752953320233,1.5648052994467037,1.1682575048934216,-6.901438028760575
353,1.5616857215878297,1.5647391306483653,1.1682568232794865,-6.9011580231604635
354,1.5616184809358393,1.5646730657350252,1.1682561608157056,-6.900878017560351
355,1.5615512313702493,1.564606802570878,1.1682554419614195,-6.9005980119602395
356,1.5614839728970482,1.5645407942684135,1.168254893235928,-6.900318006360127
357,1.5614167055222288,1.5644748896890412,1.1682544390330083,-6.9000380007600155
358,1.561349429251785,1.5644086359621676,1.1682535510172447,-6.899757995159903
359,1.5612821440917142,1.5643429386999979,1.168253134850986,-6.8994779895597915
360,1.5612148500480163,1.5642767414694227,1.1682525113163909,-6.899197983959679
361,1.5611475471266931,1.5642104970877968,1.1682517559519605,-6.8989179783595675
362,1.56108023533375,1.564144205577651,1.1682510950311695,-6.898637972759455
363,1.5610129146751939,1.5640783192648802,1.1682504530953925,-6.898357967159344
364,1.560945585157035,1.564012084202081,1.1682497547515203,-6.898077961559231
365,1.5608782467852862,1.5639461034174833,1.1682491507253945,-6.89779795595912
366,1.560810899565962,1.5638797740588952,1.1682484149379733,-6.897517950359007
367,1.5607435435050805,1.5638136988926492,1.1682478487355987,-6.897237944758896
368,1.5606761786086616,1.5637477271408056,1.16824715078627,-6.896957939158783
369,1.5606088048827276,1.5636815575848915,1.1682466975911876,-6.896677933558671
370,1.5605414223333045,1.5636151903455535,1.1682459620920738,-6.896397927958559
